time,e1,e2,em1,em2,r1,r2,rm1,rm2,tau1,tau2,taum1,taum2
0.49004084,-0.19885743,0.04713726,-0.29807115,-0.052076414,-0.85410523,0.06649822,-1.3382921,-0.41768864,-2.3182504,-0.01588209,-2.31033,0.010372773
0.49504125,-0.20113301,0.04701124,-0.31352353,-0.06537929,-0.85580236,0.068659514,-1.0545638,-0.13010198,-2.2674358,0.0135143325,-1.7253101,0.4066102
0.50004166,-0.20339417,0.046897255,-0.26819098,-0.017899513,-0.85737455,0.07097809,-0.8161169,0.112235785,-2.2160726,0.043166675,-2.498043,-0.19851808
0.5050421,-0.2056408,0.046795942,-0.21423602,0.038200743,-0.8588232,0.07345654,-0.9888056,-0.05652581,-2.1642075,0.07304381,-2.3606539,0.010344245
0.5100425,-0.20787215,0.046707965,-0.19334471,0.061235413,-0.86014825,0.07609762,-0.71761936,0.21862653,-2.1118882,0.10311407,-2.3744936,-0.26906404
0.5150429,-0.21008778,0.046634026,-0.100230694,0.1564911,-0.8613505,0.078904405,-0.9897563,-0.04950142,-2.0591614,0.13334708,-2.3523762,-0.10338451
0.5200433,-0.21228743,0.0465748,-0.23939872,0.019463524,-0.86243093,0.08188021,-1.0734069,-0.12909582,-2.006075,0.16371202,-2.2472486,-0.12273277
0.5250437,-0.2144705,0.046531,-0.41681767,-0.15581618,-0.8633901,0.08502866,-1.3438925,-0.39547375,-1.9526771,0.19417857,-2.1548448,-0.17271757
0.5300442,-0.21663642,0.04650335,-0.27138448,-0.008244708,-0.8642285,0.088353604,-0.8516554,0.10092667,-1.8990166,0.22471558,-1.9005201,0.29926598
0.5350446,-0.21878505,0.04649251,-0.16502666,0.10025085,-0.86494756,0.09185867,-0.7723115,0.18449463,-1.8451416,0.25529397,-1.842512,0.3854961
0.540045,-0.2209158,0.046499237,-0.025060892,0.24235414,-0.8655478,0.09554812,-0.25687483,0.7042211,-1.7911,0.2858841,-1.3151151,0.72908497
0.54504544,-0.22302818,0.046524286,-0.16356325,0.10598926,-0.86603,0.09942615,-0.7087064,0.25674978,-1.7369399,0.3164571,-1.5672913,0.4799625
0.55004585,-0.22512197,0.04656844,-0.2191292,0.05256124,-0.8663951,0.10349724,-0.73442256,0.23546988,-1.6827093,0.3469848,-1.9219658,0.1709313
0.55504626,-0.22719657,0.046632424,-0.1449138,0.12891525,-0.8666438,0.107765645,-0.4785384,0.49587113,-1.6284564,0.37743843,-1.4772626,0.57927763
0.5600467,-0.22925174,0.046717063,-0.13243318,0.14353567,-0.86677706,0.11223593,-0.7978426,0.18117046,-1.5742283,0.4077911,-2.5400383,-0.4246862
0.5650471,-0.23128712,0.04682313,-0.16170359,0.11640664,-0.86679584,0.116912454,-0.76464367,0.21906458,-1.5200704,0.438017,-1.2648543,0.6548712
0.5700475,-0.23330224,0.046951458,-0.25761902,0.02263464,-0.86670053,0.121799976,-0.9738889,0.014611572,-1.4660288,0.46809,-1.5068588,0.38703734
0.5750479,-0.23529673,0.047102883,-0.38267314,-0.100273594,-0.8664918,0.12690285,-1.2196087,-0.2262142,-1.4121488,0.49798542,-1.7966334,0.14895864
0.5800483,-0.23727024,0.04727824,-0.1423769,0.14217153,-0.8661703,0.13222548,-0.6961704,0.3022253,-1.3584732,0.5276798,-1.3899493,0.38107514
0.58504874,-0.23922253,0.047478408,-0.3100921,-0.023391128,-0.86573684,0.13777232,-1.3751605,-0.37165123,-1.3050473,0.55714905,-1.0120783,0.81145394
0.59004915,-0.241153,0.047704235,-0.12231052,0.16654667,-0.8651912,0.14354756,-0.5369303,0.47180837,-1.2519101,0.58637226,-1.4837157,0.3794433
0.59504956,-0.24306154,0.047956616,0.010393858,0.30141208,-0.8645344,0.14955533,-0.15134588,0.8627439,-1.1991043,0.6153281,-0.90653896,0.9421085
0.60005003,-0.24494779,0.04823649,-0.30849028,-0.015305966,-0.8637663,0.15579969,-1.0722429,-0.052676857,-1.1466684,0.643997,-1.3101678,0.49745816
0.60505044,-0.24681139,0.04854469,-0.17014086,0.12521517,-0.8628872,0.16228405,-0.55889773,0.46627343,-1.094639,0.67236084,-1.2182865,0.49496335
